,pairs1,pairs2,residual,Pvalue,correlation
2666,600362.XSHG,603993.XSHG,-4.31979627832,0.00238432981887,0.860198379347
2667,600369.XSHG,600383.XSHG,-3.86737334982,0.0109964942267,0.858350866474
2668,600369.XSHG,600390.XSHG,-3.6770454772,0.0196080408556,0.908081215215
2669,600369.XSHG,600415.XSHG,-3.41806552677,0.0403831991438,0.861072879116
2670,600369.XSHG,600489.XSHG,-3.48598242825,0.0336584107436,0.789565404544
2671,600369.XSHG,600705.XSHG,-3.56515835361,0.0270400480842,0.924821498668
2672,600369.XSHG,600816.XSHG,-3.37876576174,0.0447642894494,0.852819257074
2673,600369.XSHG,600837.XSHG,-3.92344661317,0.00920465562549,0.943660293503
2674,600369.XSHG,600909.XSHG,-3.80604729986,0.0133063016942,0.929824176674
2675,600369.XSHG,600958.XSHG,-3.42081754843,0.04009032989,0.910213104125
2676,600369.XSHG,600999.XSHG,-3.72795612864,0.0168628284681,0.933807197158
2677,600369.XSHG,601012.XSHG,-5.16807728609,7.98738377928e-05,0.879488276664
2678,600369.XSHG,601066.XSHG,-4.08214362542,0.00546455067545,-0.714781628881
2679,600369.XSHG,601088.XSHG,-3.40087008629,0.0422539220391,0.649539474809
2680,600369.XSHG,601111.XSHG,-4.39195852003,0.00183291740507,0.817953536078
2681,600369.XSHG,601138.XSHG,-4.58122824521,0.000897783212623,-0.756174448072
2682,600369.XSHG,601155.XSHG,-3.60309086764,0.0242866671465,0.819948979391
2683,600369.XSHG,601169.XSHG,-3.69084604509,0.0188278354591,0.893455998866
2684,600369.XSHG,601212.XSHG,-3.47471989502,0.0347031832678,0.838694606207
2685,600369.XSHG,601360.XSHG,-4.38342820527,0.00189130144627,0.775843726768
2686,600369.XSHG,601377.XSHG,-3.57147703438,0.0265636032085,0.932082838032
2687,600369.XSHG,601555.XSHG,-4.32239363493,0.00236207484854,0.963702774355
2688,600369.XSHG,601600.XSHG,-3.3873041472,0.0437802882229,0.71659469496
2689,600369.XSHG,601628.XSHG,-3.53102316572,0.0297425736292,0.844260309513
2690,600369.XSHG,601668.XSHG,-3.46958951133,0.0351881172628,0.835627484488
2691,600369.XSHG,601878.XSHG,-4.12932321724,0.00465621804859,0.906117327479
2692,600369.XSHG,601881.XSHG,-3.36953099368,0.0458491396114,0.922217928265
2693,600369.XSHG,601899.XSHG,-3.81852735571,0.0128041185915,0.786214225253
2694,600369.XSHG,601933.XSHG,-3.64886033441,0.0212894154491,0.822245820606
2695,600369.XSHG,603259.XSHG,-3.68622637577,0.0190859329186,-0.674624162945
2696,600369.XSHG,603288.XSHG,-3.4418753722,0.037907703161,-0.683061991224
2697,600369.XSHG,603799.XSHG,-3.40190683272,0.0421391204943,0.605225275447
2698,600369.XSHG,603833.XSHG,-3.44842600352,0.0372494380157,0.691476572762
2699,600369.XSHG,603993.XSHG,-3.7686261646,0.0149181345541,0.771660598539
2700,600372.XSHG,600570.XSHG,-3.94273465014,0.0086516640257,0.755462728282
2701,600383.XSHG,600390.XSHG,-3.61811109354,0.0232652037629,0.919639068722
2702,600383.XSHG,600549.XSHG,-3.46378359043,0.035743794154,0.826772854343
2703,600383.XSHG,600606.XSHG,-3.77444793486,0.0146565793312,0.976234914508
2704,600383.XSHG,600637.XSHG,-3.49686776078,0.0326740663371,0.661615827105
2705,600383.XSHG,600703.XSHG,-3.66882604881,0.0200859887297,0.746681401765
2706,600383.XSHG,600704.XSHG,-3.60980376525,0.0238254635673,0.871598885504
2707,600383.XSHG,600705.XSHG,-3.78339036678,0.0142626994589,0.83958773368
2708,600383.XSHG,600739.XSHG,-3.45413715343,0.0366834033656,0.745212670557
2709,600383.XSHG,600760.XSHG,-3.54122994723,0.028911313794,-0.612752256147
2710,600383.XSHG,600837.XSHG,-4.01001773953,0.0069486064215,0.945028979336
2711,600383.XSHG,600909.XSHG,-3.4190535121,0.0402778527917,0.917027885747
2712,600383.XSHG,600919.XSHG,-3.7984119064,0.0136220692506,0.933363456049
2713,600383.XSHG,600958.XSHG,-3.62794660927,0.0226166394378,0.931013746446
2714,600383.XSHG,600999.XSHG,-4.16964665558,0.00405348282764,0.920335303935
2715,600383.XSHG,601009.XSHG,-4.37101197252,0.0019793700147,0.916766543064
2716,600383.XSHG,601018.XSHG,-3.58918029888,0.02526694575,0.811677994797
2717,600383.XSHG,601066.XSHG,-3.4127277605,0.0409563455056,-0.728208320476
2718,600383.XSHG,601088.XSHG,-3.57895111104,0.0260093611656,0.849643285816
2719,600383.XSHG,601111.XSHG,-6.18608301546,6.37378635151e-07,0.863787798131
2720,600383.XSHG,601138.XSHG,-3.40366127617,0.0419454391244,-0.69222702732
2721,600383.XSHG,601155.XSHG,-4.09152670246,0.00529428776373,0.904665605324
2722,600383.XSHG,601169.XSHG,-3.6551924802,0.0209011388028,0.908554315001
2723,600383.XSHG,601211.XSHG,-3.85077869669,0.0115833561108,0.938857146575
2724,600383.XSHG,601216.XSHG,-3.55652540332,0.0277028314614,0.832639551788
2725,600383.XSHG,601238.XSHG,-3.49221078462,0.0330921599858,0.905157906802
2726,600383.XSHG,601360.XSHG,-6.49771868562,1.27375443489e-07,0.856242169445
2727,600383.XSHG,601377.XSHG,-3.37965764029,0.0446606540738,0.924061543603
2728,600383.XSHG,601555.XSHG,-3.63229448317,0.0223349621939,0.942179878369
2729,600383.XSHG,601628.XSHG,-3.93435594644,0.00888811162819,0.953852888684
2730,600383.XSHG,601633.XSHG,-3.406955599,0.0415837694146,0.801752550875
2731,600383.XSHG,601668.XSHG,-3.51924940287,0.030726698309,0.945724692981
2732,600383.XSHG,601788.XSHG,-3.45048782395,0.0370442482455,0.89109631862
2733,600383.XSHG,601878.XSHG,-3.34443760148,0.0489074028067,0.938772559983
2734,600383.XSHG,601881.XSHG,-3.4518435752,0.0369098446273,0.8926836367
2735,600383.XSHG,601985.XSHG,-3.41882589346,0.0403021027798,0.906208238454
2736,600383.XSHG,601989.XSHG,-3.57650434856,0.0261896969134,0.907017007869
2737,600383.XSHG,601997.XSHG,-6.02657976808,1.42236014445e-06,0.935013345274
2738,600383.XSHG,601998.XSHG,-4.0960537631,0.00521387868589,0.896353635925
2739,600383.XSHG,603833.XSHG,-3.754206193,0.0155837751289,0.687859645566
2740,600383.XSHG,603858.XSHG,-3.82693577464,0.012475317766,0.701076432594
2741,600383.XSHG,603993.XSHG,-3.66646339644,0.0202252370851,0.721709606969
2742,600390.XSHG,600606.XSHG,-3.61268905808,0.0236295679348,0.909151106705
2743,600390.XSHG,600705.XSHG,-3.52843195618,0.029956824086,0.93592856268
2744,600390.XSHG,600958.XSHG,-3.70564169087,0.0180216162521,0.981040879003
2745,600390.XSHG,601111.XSHG,-3.95441948853,0.00833134705713,0.89617148478
2746,600390.XSHG,601138.XSHG,-4.25351700859,0.00302209579463,-0.836483498796
2747,600390.XSHG,601169.XSHG,-3.34805623971,0.0484562669096,0.960354922121
2748,600390.XSHG,601360.XSHG,-3.53781559672,0.0291871476527,0.912845419477
2749,600390.XSHG,601989.XSHG,-3.96402595147,0.00807603257073,0.981055641584
2750,600390.XSHG,601992.XSHG,-3.6518173618,0.0211073226882,0.968532715755
2751,600390.XSHG,601997.XSHG,-4.0700333221,0.00569165333529,0.951389194122
2752,600398.XSHG,600519.XSHG,-3.74642646604,0.0159536407373,0.815062618642
2753,600398.XSHG,600690.XSHG,-4.02872034999,0.00653231751665,0.813534045172
2754,600398.XSHG,600867.XSHG,-3.72384742244,0.0170711512091,0.888764501992
2755,600398.XSHG,601228.XSHG,-3.74079037347,0.0162263933134,0.796752418452
2756,600398.XSHG,601333.XSHG,-3.3624334788,0.0466976447123,0.753059299413
2757,600398.XSHG,603833.XSHG,-3.44363684382,0.0377297412155,0.859312628103
2758,600415.XSHG,600704.XSHG,-3.45261113206,0.0368339343357,0.986681002498
2759,600415.XSHG,600739.XSHG,-3.50818563652,0.0316766161474,0.948301268176
2760,600415.XSHG,601018.XSHG,-5.13952471948,9.04650806274e-05,0.978596079408
2761,600415.XSHG,601108.XSHG,-4.45666917219,0.00144158266597,0.980339930754
2762,600415.XSHG,601111.XSHG,-3.8394881171,0.0119984116241,0.905312806116
2763,600415.XSHG,601155.XSHG,-3.67252917589,0.0198694158057,0.908938532342
2764,600415.XSHG,601216.XSHG,-3.60429554673,0.0242033380445,0.958119432999
2765,600415.XSHG,601229.XSHG,-3.51564633723,0.0310333530355,-0.676506076464
2766,600415.XSHG,601611.XSHG,-4.04626487697,0.00616245662354,0.969033749225
2767,600415.XSHG,603799.XSHG,-3.86007741679,0.011251167494,0.828732949719
2768,600415.XSHG,603993.XSHG,-3.70328458088,0.0181479980736,0.928992831632
2769,600436.XSHG,601318.XSHG,-3.72393268227,0.0170668054755,-0.733908847192
2770,600436.XSHG,601888.XSHG,-3.65417112808,0.02096334709,0.888919120397
2771,600438.XSHG,600705.XSHG,-3.72944010185,0.0167881369999,0.915132789724
2772,600438.XSHG,601066.XSHG,-4.03416957989,0.00641534512209,-0.843801972237
2773,600438.XSHG,601877.XSHG,-3.43758385157,0.0383442309125,0.863351980784
2774,600487.XSHG,603799.XSHG,-3.42615034205,0.0395278746828,0.74830194707
2775,600489.XSHG,601012.XSHG,-3.34967318152,0.0482557951003,0.868079149473
2776,600489.XSHG,601138.XSHG,-4.49353962039,0.00125495188911,-0.857191645596
2777,600516.XSHG,600518.XSHG,-3.40013361664,0.0423356314955,0.7263020951
2778,600516.XSHG,600741.XSHG,-3.56123265923,0.0273397327628,0.811063008747
2779,600516.XSHG,600809.XSHG,-3.62896548325,0.0225503571456,0.847377465762
2780,600516.XSHG,601117.XSHG,-3.68759234544,0.0190092976016,0.817160329623
2781,600516.XSHG,601228.XSHG,-3.77191815881,0.0147697337121,0.882768240343
2782,600516.XSHG,601333.XSHG,-3.73258557565,0.0166307778864,0.898923729548
2783,600518.XSHG,601228.XSHG,-3.4773963091,0.0344524532164,0.764788922279
2784,600522.XSHG,600795.XSHG,-3.68778285283,0.0189986308897,0.946823766076
2785,600522.XSHG,601108.XSHG,-3.43583113283,0.0385237250695,0.940039680242
2786,600522.XSHG,601212.XSHG,-3.34780563434,0.0484873988847,0.946275131189
2787,600522.XSHG,601360.XSHG,-3.54368804421,0.028714114423,0.898716728531
2788,600522.XSHG,601899.XSHG,-3.52225201333,0.0304731228565,0.865021721102
2789,600535.XSHG,600998.XSHG,-3.44862493411,0.0372295991073,0.924794950908
2790,600535.XSHG,601229.XSHG,-3.45775919897,0.0363281878077,-0.779840121777
2791,600547.XSHG,600549.XSHG,-3.45828122314,0.0362772324263,0.751933279153
2792,600547.XSHG,601138.XSHG,-3.58455750842,0.0256001693529,-0.726817497978
2793,600547.XSHG,601688.XSHG,-3.33684218956,0.0498655855858,0.811900955529
2794,600549.XSHG,600703.XSHG,-3.3489494726,0.0483454372757,0.925560113613
2795,600549.XSHG,601018.XSHG,-3.43266800431,0.0388494426815,0.945899505206
2796,600549.XSHG,601212.XSHG,-3.55840107098,0.027557657865,0.961398981707
2797,600549.XSHG,601216.XSHG,-3.95979579637,0.00818757889939,0.958346865286
2798,600549.XSHG,601229.XSHG,-3.71781326565,0.0173811896904,-0.735975931044
2799,600566.XSHG,601186.XSHG,-3.38717133572,0.0437954551712,-0.699473474072
2800,600566.XSHG,603260.XSHG,-3.96365788034,0.00808568377163,0.889028201321
2801,600570.XSHG,601877.XSHG,-3.68741513852,0.0190192242978,0.708217950936
2802,600585.XSHG,600886.XSHG,-3.51425808741,0.0311521993412,0.680169893147
2803,600588.XSHG,601390.XSHG,-3.94166283854,0.00868159229418,-0.634451093516
2804,600606.XSHG,600637.XSHG,-4.36347231321,0.00203468842613,0.633146854132
2805,600606.XSHG,600674.XSHG,-3.45430102187,0.0366672697742,0.773891343031
2806,600606.XSHG,600690.XSHG,-3.41994823454,0.0401826493165,0.640016475278
2807,600606.XSHG,600703.XSHG,-4.53697739922,0.00106406403161,0.710094756279
2808,600606.XSHG,600704.XSHG,-4.6765712131,0.000618696726711,0.85464342203
2809,600606.XSHG,600705.XSHG,-4.64240345845,0.000707689700955,0.831590239593
2810,600606.XSHG,600739.XSHG,-4.51425993013,0.0011602238071,0.7369787498
2811,600606.XSHG,600741.XSHG,-4.02126505915,0.00669547778206,0.699410765725
2812,600606.XSHG,600795.XSHG,-4.33724207925,0.00223849243549,0.857657928116
2813,600606.XSHG,600816.XSHG,-4.55207868065,0.0010043232555,0.799609546817
2814,600606.XSHG,600837.XSHG,-4.77319551785,0.000420655468694,0.922210394954
2815,600606.XSHG,600887.XSHG,-3.57747201007,0.0261182485211,0.713651985823
2816,600606.XSHG,600909.XSHG,-4.14123021487,0.00447023863322,0.890968211874
2817,600606.XSHG,600919.XSHG,-4.55910508336,0.000977610243943,0.912905066944
2818,600606.XSHG,600958.XSHG,-5.0617783111,0.000126549101782,0.902811018384
2819,600606.XSHG,600977.XSHG,-5.06437875142,0.000125146339429,0.610690185205
2820,600606.XSHG,600999.XSHG,-5.14100405353,8.98848067732e-05,0.89817867769
2821,600606.XSHG,601009.XSHG,-5.43785719191,2.38589757186e-05,0.904889854934
2822,600606.XSHG,601012.XSHG,-4.64165868871,0.000709757337688,0.78531408416
2823,600606.XSHG,601018.XSHG,-4.58775665584,0.00087542042193,0.782628532527
2824,600606.XSHG,601066.XSHG,-3.98689326174,0.00749637590765,-0.680432345793
2825,600606.XSHG,601088.XSHG,-4.26973627277,0.00285294194757,0.802191391583
2826,600606.XSHG,601108.XSHG,-3.5082292116,0.0316728264351,0.902010534851
2827,600606.XSHG,601111.XSHG,-6.50726072035,1.21148189846e-07,0.799362196459
2828,600606.XSHG,601138.XSHG,-3.9843915169,0.0075579121302,-0.676488021277
2829,600606.XSHG,601155.XSHG,-5.36394265754,3.34084218169e-05,0.871255567267
2830,600606.XSHG,601169.XSHG,-4.71888836846,0.000523057488637,0.886964576712
2831,600606.XSHG,601198.XSHG,-4.0663995168,0.00576144997441,0.693743311988
2832,600606.XSHG,601211.XSHG,-4.55238465349,0.00100314591845,0.927432829531
2833,600606.XSHG,601212.XSHG,-4.30245402566,0.00253796006945,0.853090028724
2834,600606.XSHG,601216.XSHG,-4.73598545957,0.000488522403869,0.799184228207
2835,600606.XSHG,601228.XSHG,-3.80885358111,0.0131918846577,0.677778475797
2836,600606.XSHG,601238.XSHG,-4.0127825548,0.0068855935201,0.863795057063
2837,600606.XSHG,601328.XSHG,-3.66124741558,0.0205356310606,0.859566040246
2838,600606.XSHG,601333.XSHG,-3.52285926556,0.0304220567312,0.751007114659
2839,600606.XSHG,601360.XSHG,-6.48573487266,1.35642653973e-07,0.808582675574
2840,600606.XSHG,601377.XSHG,-4.53335754142,0.00107886996411,0.885727475342
2841,600606.XSHG,601398.XSHG,-3.59306349264,0.0249899268474,0.892257925728
2842,600606.XSHG,601555.XSHG,-4.3024621818,0.00253788571611,0.925921509531
2843,600606.XSHG,601600.XSHG,-5.03224908421,0.000143568201663,0.877415285917
2844,600606.XSHG,601601.XSHG,-3.76404166808,0.0151269899435,0.67133481211
2845,600606.XSHG,601611.XSHG,-4.04933171251,0.00609978743449,0.870934929563
2846,600606.XSHG,601618.XSHG,-4.15533690324,0.00425869120155,0.900008150214
2847,600606.XSHG,601628.XSHG,-4.34953774095,0.00214071332659,0.925544658987
2848,600606.XSHG,601633.XSHG,-4.55324496279,0.000999842497484,0.746824388166
2849,600606.XSHG,601668.XSHG,-4.35941243126,0.002065065745,0.946174133661
2850,600606.XSHG,601669.XSHG,-4.12781407437,0.00468028718952,0.870747480925
2851,600606.XSHG,601688.XSHG,-3.41696750292,0.0405005489481,0.812939722876
2852,600606.XSHG,601766.XSHG,-3.76711832822,0.0149865446146,0.90148815383
2853,600606.XSHG,601788.XSHG,-4.41170213554,0.0017041429713,0.871174625145
2854,600606.XSHG,601800.XSHG,-3.61812874566,0.0232640255076,0.631056278421
2855,600606.XSHG,601808.XSHG,-3.71980690557,0.0172782138836,0.730799324135
2856,600606.XSHG,601828.XSHG,-3.88475152894,0.0104104678874,0.852724863104
2857,600606.XSHG,601878.XSHG,-4.01589904145,0.00681518502084,0.911680891945
2858,600606.XSHG,601881.XSHG,-4.39060977263,0.00184203592745,0.873635946533
2859,600606.XSHG,601899.XSHG,-6.14486157289,7.85458590094e-07,0.87153726778
2860,600606.XSHG,601919.XSHG,-4.59907961274,0.000837867901391,0.840364822981
2861,600606.XSHG,601933.XSHG,-4.10510189655,0.00505648748037,0.885251213564
2862,600606.XSHG,601985.XSHG,-5.10216758117,0.000106364545184,0.91191462181
2863,600606.XSHG,601989.XSHG,-4.82018593217,0.000347638011002,0.902256431302
2864,600606.XSHG,601991.XSHG,-3.64588999678,0.0214736995749,0.848324712303
2865,600606.XSHG,601992.XSHG,-4.28507143101,0.00270107255844,0.89462290815
2866,600606.XSHG,601997.XSHG,-7.18307117887,3.12566380574e-09,0.90814608874
2867,600606.XSHG,601998.XSHG,-4.68808946764,0.000591150023029,0.888253218106
2868,600606.XSHG,603259.XSHG,-4.47114517404,0.00136542060475,-0.721708628052
2869,600606.XSHG,603288.XSHG,-4.38212878774,0.00190034498423,-0.677653446914
2870,600606.XSHG,603833.XSHG,-4.66535058374,0.000646689979172,0.631355628117
2871,600606.XSHG,603858.XSHG,-4.64828847907,0.000691549643939,0.648535414937
2872,600606.XSHG,603993.XSHG,-3.76951179455,0.0148780822639,0.682616067379
2873,600637.XSHG,600998.XSHG,-3.56291826761,0.0272107075534,0.928917345432
2874,600660.XSHG,600690.XSHG,-3.46424434083,0.035699427545,0.66982823051
2875,600660.XSHG,600741.XSHG,-3.65686634702,0.0207995341915,0.67496655854
2876,600674.XSHG,600690.XSHG,-3.45117524727,0.03697604853,0.800116525916
2877,600674.XSHG,600704.XSHG,-3.46692263354,0.0354424482013,0.876624283295
2878,600674.XSHG,600739.XSHG,-3.8689679596,0.0109415213414,0.788007488768
2879,600674.XSHG,600816.XSHG,-3.36966817985,0.0458328657315,0.842109702245
2880,600674.XSHG,600837.XSHG,-3.40391419536,0.0419175795088,0.791341263723
2881,600674.XSHG,600909.XSHG,-3.44206264885,0.0378887491039,0.840305352409
2882,600674.XSHG,600977.XSHG,-4.2826817287,0.00272423764846,0.814231069176
2883,600674.XSHG,601012.XSHG,-3.54058748698,0.0289630451769,0.755457204302
2884,600674.XSHG,601108.XSHG,-3.34215365901,0.0491939200583,0.853144338293
2885,600674.XSHG,601111.XSHG,-3.35833459988,0.047193554335,0.802434313693
2886,600674.XSHG,601155.XSHG,-3.68774893008,0.019000529878,0.803637466007
2887,600674.XSHG,601228.XSHG,-3.56544026372,0.027018636132,0.867729922813
2888,600674.XSHG,601333.XSHG,-3.80117524229,0.013507032026,0.8794408592
2889,600674.XSHG,601360.XSHG,-4.06678646017,0.00575398094171,0.695975309093
2890,600674.XSHG,601611.XSHG,-3.49647102016,0.0327095093988,0.832829917989
2891,600674.XSHG,601628.XSHG,-3.45935661285,0.036172452231,0.829111903722
2892,600674.XSHG,601633.XSHG,-4.0592116986,0.00590180331508,0.826388330371
2893,600674.XSHG,601669.XSHG,-3.48661887912,0.0336001738906,0.781863894794
2894,600674.XSHG,601788.XSHG,-4.7094150535,0.000543171488932,0.854369531173
2895,600674.XSHG,601828.XSHG,-4.11236253868,0.00493333117503,0.897163659937
2896,600674.XSHG,601919.XSHG,-4.2585028263,0.00296913997331,0.899151385361
2897,600674.XSHG,601998.XSHG,-3.53727420958,0.0292310903216,0.754686332559
2898,600674.XSHG,603799.XSHG,-3.56716904947,0.0268876473145,0.703613739614
2899,600674.XSHG,603833.XSHG,-4.43240763592,0.00157816136099,0.818970860235
2900,600674.XSHG,603858.XSHG,-3.50118695115,0.0322903127544,0.830464098315
2901,600688.XSHG,601288.XSHG,-3.34680646568,0.0486116867528,0.805971826728
2902,600688.XSHG,601600.XSHG,-3.61498646349,0.0234745832376,0.723351589358
2903,600688.XSHG,601808.XSHG,-3.73060868117,0.0167295244213,0.817094758063
2904,600690.XSHG,600741.XSHG,-3.87761982948,0.0106475038454,0.939622907403
2905,600690.XSHG,603799.XSHG,-3.54656811978,0.0284845262042,0.809373433816
2906,600703.XSHG,600816.XSHG,-3.38728976503,0.0437819304419,0.941967133653
2907,600703.XSHG,601155.XSHG,-3.73647561888,0.0164379618534,0.849246965492
2908,600703.XSHG,601229.XSHG,-3.58908265889,0.0252739451227,-0.778243039613
2909,600704.XSHG,600816.XSHG,-3.35062076204,0.0481386304735,0.963463894204
2910,600704.XSHG,600909.XSHG,-3.4814671627,0.0340740280631,0.974167021547
2911,600704.XSHG,601018.XSHG,-3.7970984942,0.0136770496213,0.9749584822
2912,600704.XSHG,601066.XSHG,-3.59004912448,0.0252047370042,-0.858232670186
2913,600704.XSHG,601111.XSHG,-3.34507275802,0.0488279682247,0.91569896007
2914,600704.XSHG,601216.XSHG,-3.51153726145,0.0313862493655,0.962796595507
2915,600704.XSHG,601229.XSHG,-3.82313555614,0.012622981305,-0.660660839942
2916,600704.XSHG,601611.XSHG,-3.84206444354,0.0119025559883,0.964776040694
2917,600704.XSHG,603993.XSHG,-3.77891559118,0.014458612381,0.919385621926
2918,600705.XSHG,600837.XSHG,-3.70799497583,0.0178962082767,0.943472924442
2919,600705.XSHG,600909.XSHG,-3.64116846296,0.0217694801748,0.938888394961
2920,600705.XSHG,600919.XSHG,-3.94852355067,0.0084916157683,0.938814649128
2921,600705.XSHG,600958.XSHG,-3.67453398214,0.0197530180052,0.937530687082
2922,600705.XSHG,600999.XSHG,-4.63013781393,0.000742473721067,0.952361868409
2923,600705.XSHG,601012.XSHG,-5.36645825826,3.30300826128e-05,0.932887606787
2924,600705.XSHG,601066.XSHG,-4.28263686118,0.00272467432788,-0.844833762054
2925,600705.XSHG,601111.XSHG,-3.88059290196,0.0105481088365,0.875729854887
2926,600705.XSHG,601138.XSHG,-4.69091675483,0.000584567162818,-0.858135312681
2927,600705.XSHG,601169.XSHG,-3.4000056149,0.0423498463952,0.915181209967
2928,600705.XSHG,601211.XSHG,-3.61556733713,0.0234355364825,0.932032784134
2929,600705.XSHG,601212.XSHG,-3.49318156341,0.033004633237,0.912220425168
2930,600705.XSHG,601216.XSHG,-4.28838165095,0.00266928421254,0.934388583483
2931,600705.XSHG,601377.XSHG,-3.69095747503,0.0188216477761,0.936152720445
2932,600705.XSHG,601555.XSHG,-3.56101822432,0.0273561842712,0.929281236254
2933,600705.XSHG,601878.XSHG,-4.06233193126,0.00584049927463,0.935863496347
2934,600705.XSHG,601881.XSHG,-4.01911273829,0.00674326238365,0.946551124537
2935,600705.XSHG,601899.XSHG,-3.39667043701,0.0427216305503,0.835982691559
2936,600705.XSHG,601989.XSHG,-3.35667351709,0.0473957589977,0.920710105027
2937,600705.XSHG,601997.XSHG,-3.34849084841,0.0484023158277,0.886626499316
2938,600739.XSHG,601018.XSHG,-3.42370743362,0.0397847048522,0.956101401413
2939,600739.XSHG,601229.XSHG,-4.16588533991,0.00410652693994,-0.788656824661
2940,600739.XSHG,601611.XSHG,-3.50071288059,0.032332245394,0.944680971294
2941,600739.XSHG,603799.XSHG,-3.50590805494,0.0318752340702,0.902782103767
2942,600739.XSHG,603986.XSHG,-3.46714380341,0.0354212971533,0.890312836932
2943,600739.XSHG,603993.XSHG,-3.49531797264,0.0328127027934,0.940391574693
2944,600741.XSHG,601228.XSHG,-3.53377732419,0.0295162846846,0.881863957988
2945,600760.XSHG,601088.XSHG,-4.02535550911,0.00660550697238,-0.775290376648
2946,600760.XSHG,601166.XSHG,-4.08108919703,0.00548399186552,-0.782187011116
2947,600760.XSHG,601288.XSHG,-3.70275287782,0.0181766134586,-0.708250422624
2948,600760.XSHG,601328.XSHG,-3.7193157663,0.0173035325288,-0.733605450348
2949,600760.XSHG,601336.XSHG,-3.66463273591,0.0203337082916,-0.663000841696
2950,600760.XSHG,601398.XSHG,-3.45366297955,0.0367301216132,-0.724639843851
2951,600760.XSHG,601600.XSHG,-3.36078684838,0.0468963445016,-0.751248090023
2952,600760.XSHG,601601.XSHG,-4.5757549898,0.000916943081922,-0.764556824397
2953,600760.XSHG,601818.XSHG,-3.37015773038,0.0457748311996,-0.688474165069
2954,600760.XSHG,601898.XSHG,-3.93395961748,0.00889943831739,-0.680338956145
2955,600760.XSHG,601939.XSHG,-3.44428278567,0.0376646577486,-0.696227025024
2956,600760.XSHG,601988.XSHG,-3.91031052771,0.00959919285396,-0.767647211214
2957,600795.XSHG,600816.XSHG,-3.84187740005,0.0119094922054,0.949649841249
2958,600795.XSHG,601108.XSHG,-3.71833227015,0.0173543303449,0.960719015115
2959,600795.XSHG,601611.XSHG,-3.40840417627,0.0414255622209,0.937376140757
2960,600795.XSHG,601669.XSHG,-3.40607562832,0.041680121938,0.954264087716
2961,600795.XSHG,603799.XSHG,-3.39864021439,0.0425017251138,0.798676569241
2962,600809.XSHG,603260.XSHG,-3.37975925275,0.0446488594602,0.858768234503
2963,600816.XSHG,601108.XSHG,-4.29312860748,0.00262430061088,0.956433390989
2964,600837.XSHG,600919.XSHG,-3.66716022086,0.0201840810313,0.97790419385
2965,600837.XSHG,600958.XSHG,-3.72643573181,0.0169396554041,0.985405297123
2966,600837.XSHG,600999.XSHG,-3.82926514889,0.0123855658122,0.984149345145
2967,600837.XSHG,601012.XSHG,-4.37836924758,0.00192673659547,0.919904608635
2968,600837.XSHG,601111.XSHG,-3.98405023562,0.00756634193232,0.89919499499
2969,600837.XSHG,601138.XSHG,-4.08830708019,0.0053521587805,-0.821501230307
2970,600837.XSHG,601155.XSHG,-3.37801001357,0.044852262792,0.893585810828
2971,600837.XSHG,601360.XSHG,-4.56959824635,0.000938953229464,0.879514432056
2972,600837.XSHG,601878.XSHG,-3.87821826072,0.0106274303345,0.979393549785
2973,600837.XSHG,601899.XSHG,-3.75761428955,0.0154241378873,0.913762164429
2974,600837.XSHG,601997.XSHG,-3.81934845452,0.0127716754148,0.946314052074
2975,600837.XSHG,601998.XSHG,-3.55875282174,0.0275305056501,0.878797641803
2976,600867.XSHG,603260.XSHG,-4.69077647875,0.000584892137432,0.933815280196
2977,600886.XSHG,601138.XSHG,-3.94165189121,0.0086818984562,0.638581458075
2978,600886.XSHG,601216.XSHG,-4.06708684412,0.00574818879576,-0.615976178913
2979,600886.XSHG,601360.XSHG,-3.41328943106,0.0408957174578,-0.639872882519
2980,600886.XSHG,601989.XSHG,-4.90761203738,0.000242565957143,-0.611797648351
2981,600886.XSHG,603259.XSHG,-4.75083266472,0.000460288749785,0.754401990035
2982,600887.XSHG,601111.XSHG,-3.40414876509,0.0418917549271,0.762728913841
2983,600887.XSHG,601360.XSHG,-3.43855256029,0.038245328066,0.783823528294
2984,600887.XSHG,601633.XSHG,-3.50763968674,0.0317241299254,0.819423269101
2985,600887.XSHG,601828.XSHG,-3.38466961517,0.0440819665552,0.845607487544
2986,600887.XSHG,601998.XSHG,-3.38682063784,0.0438355255494,0.723619683316
2987,600887.XSHG,603799.XSHG,-3.49223360225,0.0330901004614,0.663195550986
2988,600893.XSHG,601138.XSHG,-3.44895025579,0.0371971746501,-0.685396538098
2989,600893.XSHG,603160.XSHG,-3.56199650904,0.0272811988901,0.800254363895
2990,600909.XSHG,601009.XSHG,-3.40149310279,0.0421849026255,0.876066849926
2991,600909.XSHG,601012.XSHG,-3.72713554724,0.0169042550866,0.920831802668
2992,600909.XSHG,601018.XSHG,-3.43833210321,0.0382678173592,0.951535379133
2993,600909.XSHG,601111.XSHG,-4.32022035784,0.00238068298574,0.928331964889
2994,600909.XSHG,601138.XSHG,-3.70292018606,0.0181676049527,-0.787590631014
2995,600909.XSHG,601216.XSHG,-4.16313006138,0.00414578540238,0.957219879277
2996,600909.XSHG,601229.XSHG,-3.63893434249,0.0219106641151,-0.628248120086
